Shop Name,latitude,longitude,Retailer Subtype,YTD Retailing Value,country,Opportunity
BLESSED OMA STORES,6.3354903,5.6217188,Secondary,0.0,Nigeria,Dead Whitespace
BJ STORES,6.33551,5.6235921,Secondary,17.07153,Nigeria,Underperforming
Ade cosmetics,6.3355132,5.6230944,Secondary,26.82657,Nigeria,Underperforming
Obeze Cosmetics,6.3355429,5.623155,Secondary,27.04938,Nigeria,Underperforming
Stella store,6.3355663,5.6224027,Secondary,12.62928,Nigeria,Underperforming
New Gold Groceries,6.3355706,5.6231102,Secondary,42.16212,Nigeria,Underperforming
OBIEZE COSMETIC AND STORE,6.3355771,5.6231459,Secondary,0.0,Nigeria,Dead Whitespace
oga  ugo,6.3356058,5.6224503,Secondary,4.07304,Nigeria,Underperforming
Ugborom Cosmetics,6.3356062,5.6229602,Secondary,31.18738,Nigeria,Underperforming
mama devine store,6.3356087,5.6224211,Secondary,15.18696,Nigeria,Underperforming
munachi,6.335613,5.6224199,Secondary,10.9473,Nigeria,Underperforming
Mama excel,6.3356168,5.622414,Secondary,0.0,Nigeria,Dead Whitespace
mama izu,6.3356179,5.6224002,Secondary,8.1837,Nigeria,Underperforming
mummy diamond,6.3356183,5.6224018,Secondary,4.07304,Nigeria,Underperforming
oga Joseph,6.3356187,5.6224644,Secondary,23.42424,Nigeria,Underperforming
isioma store,6.3356206,5.6224082,Secondary,0.0,Nigeria,Dead Whitespace
MAMA JUNIOR,6.3356349,5.6222496,Secondary,0.0,Nigeria,Dead Whitespace
papa sunny,6.3356389,5.6223948,Secondary,7.434,Nigeria,Underperforming
MRS ALEX COSMETICS AND STORES,6.3356594,5.62167,Secondary,0.0,Nigeria,Dead Whitespace
MONDAY COSMETICS,6.3356711,5.6168034,Secondary,24.7674,Nigeria,Underperforming
Peter cosmetics,6.335681,5.6228576,Secondary,46.704,Nigeria,Underperforming
mummy ifechi,6.3356876,5.6226121,Secondary,10.87116,Nigeria,Underperforming
mama wisdom,6.3357,5.6225157,Secondary,24.42639,Nigeria,Underperforming
HAD COSMETICS AND STORES,6.3357793,5.6218782,Secondary,0.0,Nigeria,Dead Whitespace
NEW GOLDPHARMACY,6.3357909,5.6093158,Secondary,213.50595,Nigeria,Low Performer
Uchechukwu Enterprise,6.3358106,5.6243907,Secondary,38.58354,Nigeria,Underperforming
EKENE   COSMETICS,6.3358145,5.6217926,Secondary,0.0,Nigeria,Dead Whitespace
mama honour,6.3359192,5.6228762,Secondary,44.35008,Nigeria,Underperforming
STAR BOY MEDICAL,6.3359242,7.5812208,Secondary,147.5933235,Nigeria,Low Performer
Mabel Gold store,6.3359479,5.6219717,Secondary,39.52452,Nigeria,Underperforming
madam Elora,6.3359479,5.6219747,Secondary,99.45048,Nigeria,Low Performer
SMALL BOY MEDICAL,6.3359573,7.5809977,Secondary,584.75655,Nigeria,High Performer
onorose,6.3359695,5.6211373,Secondary,100.46889,Nigeria,Low Performer
JOSEP COSMETIC STORES,6.3360015,5.6213808,Secondary,0.0,Nigeria,Dead Whitespace
CHESTONE GOLD STORES,6.3360177,5.6164002,Secondary,68.7414,Nigeria,Low Performer
OKANI COSMETICS,6.336049,5.6163197,Secondary,0.0,Nigeria,Dead Whitespace
DAVIDO COSMETIC AND STORE,6.3360522,5.6218891,Secondary,0.0,Nigeria,Dead Whitespace
MADAM KATE,6.3361161,5.6224938,Secondary,8.31012,Nigeria,Underperforming
CHIEF ERNEST COSMETICS STORE,6.3361366,5.6195192,Secondary,0.0,Nigeria,Dead Whitespace
Ezekiel coustimic and shop,6.3361507,5.6227029,Secondary,39.9591,Nigeria,Underperforming
MRS OBASEKI COSMETICS AND STORES,6.336155,5.6192634,Secondary,7.938,Nigeria,Underperforming
ogbobest,6.336161,5.6236283,Secondary,60.2847,Nigeria,Underperforming
BRO FRANCIS PATENT STORE,6.3361733,5.6093417,Secondary,641.2630875,Nigeria,High Performer
Vinco Chemist,6.3361868,5.6225162,Secondary,57.44818,Nigeria,Underperforming
KENDOS COSMETICS,6.3361887,5.6219779,Secondary,0.0,Nigeria,Dead Whitespace
PETER MEDICAL 2,6.3362241,7.5809842,Secondary,136.71735,Nigeria,Low Performer
Mama Favour,6.3362615,5.6234494,Secondary,40.7088,Nigeria,Underperforming
Cynthia,6.3362788,5.6219747,Secondary,142.08306,Nigeria,Low Performer
osayi omonogie,6.3362827,5.6219816,Secondary,0.0,Nigeria,Dead Whitespace
KB COSMETICS,6.3362859,5.6213178,Secondary,45.55724,Nigeria,Underperforming
BERRIES COSMETICS STORES,6.3362924,5.6194113,Secondary,58.086,Nigeria,Underperforming
mama confidence,6.3363194,5.6220375,Secondary,15.58008,Nigeria,Underperforming
PAPA DIVINE COSMETICS,6.3363249,5.619482,Secondary,0.0,Nigeria,Dead Whitespace
Matti store,6.3363455,5.623197,Secondary,83.53119,Nigeria,Low Performer
EXCEL MEDICAL,6.33636,8.0856,Secondary,177.2973825,Nigeria,Low Performer
VERIS VILLE PHARMACY,6.3363698,5.6383133,Secondary,0.0,Nigeria,Dead Whitespace
Mama Nathaniel,6.3363724,5.6217298,Secondary,50.02482,Nigeria,Underperforming
Peter cosmetics,6.3363809,5.621984,Secondary,31.07502,Nigeria,Underperforming
IYAMUS COSMETICS,6.3363819,5.6193902,Secondary,0.0,Nigeria,Dead Whitespace
NGOZI MEDICAL STORE,6.3363848,7.5810863,Secondary,120.50115,Nigeria,Low Performer
oga Chucks,6.3363957,5.6221734,Secondary,0.0,Nigeria,Dead Whitespace
Mama Wisdom Groceries,6.3364006,5.6218176,Secondary,24.64912,Nigeria,Underperforming
VIVISKI PHARMACY,6.3364076,5.6209118,Secondary,0.0,Nigeria,Dead Whitespace
EXCELLENT PMS,6.3364263,5.6133902,Secondary,68.94552,Nigeria,Low Performer
Anyanwu Nnaji,6.3364492,5.6223222,Secondary,50.82687,Nigeria,Underperforming
UGO COSMETICS,6.3364496,5.6208878,Secondary,0.0,Nigeria,Dead Whitespace
C J MEDICAL,6.336459,7.5816993,Secondary,646.2357825,Nigeria,High Performer
Work and Shop Cosmetics,6.3364622,5.6216507,Secondary,23.00232,Nigeria,Underperforming
DAVID PATENT STORE,6.3364723,7.5817639,Secondary,377.925324,Nigeria,Low Performer
ST FAITH CHEMIST,6.3364731,5.6379517,Secondary,370.961976,Nigeria,Low Performer
FAVOUR COSMETICS,6.3364744,5.6218691,Secondary,0.0,Nigeria,Dead Whitespace
PETER SUPER STORE,6.3365296,5.6214586,Secondary,0.0,Nigeria,Dead Whitespace
Jones store,6.3365456,5.6230521,Secondary,23.45937,Nigeria,Underperforming
Eforsa,6.3365492,5.6226409,Secondary,7.434,Nigeria,Underperforming
madam Deborah,6.336551,5.6232036,Secondary,29.08206,Nigeria,Underperforming
CHUKWUKA COSMETICS,6.33656,5.621606,Secondary,0.0,Nigeria,Dead Whitespace
BODY PRIDE COSMETICS,6.3365708,5.6215049,Secondary,33.00624,Nigeria,Underperforming
success Nwachuku,6.3365774,5.6226104,Secondary,0.0,Nigeria,Dead Whitespace
New look Cosmetics,6.3365854,5.6215264,Secondary,8.064,Nigeria,Underperforming
CHIKA SUPER STORE,6.3365941,5.622981,Secondary,15.12,Nigeria,Underperforming
oga Paul store,6.3366093,5.6232393,Secondary,57.35184,Nigeria,Underperforming
MUMMY DANIEL,6.336626,5.6226755,Secondary,22.65024,Nigeria,Underperforming
Marco Cosmetics 3,6.3366267,5.6227549,Secondary,23.54928,Nigeria,Underperforming
Tosan,6.3366376,5.623094,Secondary,56.46402,Nigeria,Underperforming
MAMA EMMA PMS,6.3366377,5.6384991,Secondary,84.0546,Nigeria,Low Performer
Udoka Stores,6.3366412,5.622752,Secondary,23.88252,Nigeria,Underperforming
MUMMY TREASURE STORES,6.3366416,5.6209701,Secondary,0.0,Nigeria,Dead Whitespace
oga Isaac,6.3366457,5.6232162,Secondary,21.18552,Nigeria,Underperforming
madam grace,6.33667,5.6226733,Secondary,0.0,Nigeria,Dead Whitespace
chidalu store,6.3366721,5.6225867,Secondary,46.97415,Nigeria,Underperforming
mummy purity,6.3366993,5.622631,Secondary,66.68983,Nigeria,Low Performer
mama izu,6.3367,5.6226543,Secondary,0.0,Nigeria,Dead Whitespace
mama praise,6.3367004,5.6226038,Secondary,0.0,Nigeria,Dead Whitespace
EOC SUPER STORES,6.3367015,5.6197788,Secondary,0.0,Nigeria,Dead Whitespace
Esosa store,6.3367015,5.6226305,Secondary,13.86,Nigeria,Underperforming
Mama Peace,6.3367019,5.6225963,Secondary,56.88078,Nigeria,Underperforming
ukamaka store,6.336702,5.622632,Secondary,9.77778,Nigeria,Underperforming
MADAM GLORY,6.3367028,5.6226363,Secondary,38.87385,Nigeria,Underperforming
mama samon,6.336703,5.6226322,Secondary,7.53804,Nigeria,Underperforming
SINCOTO COSMETICS,6.3367049,5.6225269,Secondary,0.0,Nigeria,Dead Whitespace
Victoria store,6.3367053,5.6226555,Secondary,0.0,Nigeria,Dead Whitespace
UDOKA,6.3367057,5.6226217,Secondary,95.66325,Nigeria,Low Performer
madam Ebony,6.3367126,5.6222142,Secondary,7.434,Nigeria,Underperforming
FAITH,6.3367131,5.6226822,Secondary,39.32718,Nigeria,Underperforming
Mr sincoto cosmetics wold,6.3367182,5.6226654,Secondary,0.0,Nigeria,Dead Whitespace
madam Jennifer,6.3367286,5.6226699,Secondary,0.0,Nigeria,Dead Whitespace
ozioma store,6.3367391,5.6227429,Secondary,23.35536,Nigeria,Underperforming
oga tony store,6.3367412,5.6227661,Secondary,0.0,Nigeria,Dead Whitespace
ROBAN STORE 2,6.3367614,8.0929066,Secondary,0.0,Nigeria,Dead Whitespace
Mama precious,6.3367669,5.6225734,Secondary,0.0,Nigeria,Dead Whitespace
mummy jj,6.3367754,5.6226387,Secondary,0.0,Nigeria,Dead Whitespace
oga segun,6.3367914,5.622828,Secondary,3.10608,Nigeria,Underperforming
oga onyeka store,6.3368117,5.6229403,Secondary,37.23876,Nigeria,Underperforming
MUMMY J D STORES,6.3368557,5.6196922,Secondary,0.0,Nigeria,Dead Whitespace
Madam Joy,6.3368567,5.6221633,Secondary,8.55624,Nigeria,Underperforming
Cj Gugua,6.33687,5.622795,Secondary,50.26074,Nigeria,Underperforming
Mama osas,6.3369198,5.6222615,Secondary,0.0,Nigeria,Dead Whitespace
mama salvation,6.3369287,5.6226717,Secondary,0.0,Nigeria,Dead Whitespace
osagi supermarket,6.3369515,5.6209893,Secondary,22.41624,Nigeria,Underperforming
judywest cosmetics,6.3370317,5.6204183,Secondary,78.36026,Nigeria,Low Performer
CHARLES PHA & STORE,6.337112,5.615643,Secondary,87.74274,Nigeria,Low Performer
COLLEGE OF PHARMACY,6.3371797,5.6118949,Secondary,386.276604,Nigeria,Low Performer
REAL CARE PHARMACY,6.3372505,5.6109429,Secondary,0.0,Nigeria,Dead Whitespace
FALUMO PHARMACY,6.3375966,8.0842411,Secondary,592.4856,Nigeria,High Performer
IYKE PMD,6.3377073,6.8546772,Secondary,0.0,Nigeria,Dead Whitespace
WISDOM MEDICAL,6.3377086,8.0843166,Secondary,434.5905585,Nigeria,Low Performer
CHINEYE PMD,6.3378964,5.6149788,Secondary,65.3415,Nigeria,Low Performer
JACINTA MEDICALS AGULERI,6.3381125,6.8527672,Secondary,0.0,Nigeria,Dead Whitespace
ESEOMO PHARMACY,6.338165,5.7150567,Secondary,0.0,Nigeria,Dead Whitespace
JAY WEXT PHARMACY,6.3384183,5.6386933,Secondary,0.0,Nigeria,Dead Whitespace
DAQUIN PATENT STORE,6.3389517,5.6355367,Secondary,1063.6235925,Nigeria,High Performer
ALHERI MEDICALS 2,6.33907,6.8518949,Secondary,450.317301,Nigeria,Low Performer
ELLA COSMETICS,6.339098,5.5800149,Secondary,0.0,Nigeria,Dead Whitespace
ABIDAM  PHARMACY,6.3393642,5.6104788,Secondary,570.17835,Nigeria,Active
ABIDAM PHARMACY,6.3393999,5.6105353,Secondary,0.0,Nigeria,Dead Whitespace
PHILIP MEDICALS AGULERI,6.3397581,6.8413101,Secondary,0.0,Nigeria,Dead Whitespace
NURSE MEDICAL 2,6.3397602,8.069107,Secondary,415.88085,Nigeria,Low Performer
EHIBASS PHARMACY,6.3397765,5.6186501,Secondary,811.6979745,Nigeria,High Performer
PHILIP MEDICALS,6.3398445,6.8413601,Secondary,0.0,Nigeria,Dead Whitespace
VITAL FLOW PHARMACY,6.3401343,5.7077085,Secondary,635.907153,Nigeria,High Performer
PADDY MEDICAL,6.3401648,8.0685779,Secondary,178.0160235,Nigeria,Low Performer
HILLZ PHARMACY,6.3406941,8.067746,Secondary,323.3124825,Nigeria,Low Performer
oyekem super shop,6.340735,5.6235517,Secondary,94.40325,Nigeria,Low Performer
ANNY PHAMARCY,6.3410798,5.7032812,Secondary,0.0,Nigeria,Dead Whitespace
KEYHEALTH PHARMACY,6.3414702,5.6441667,Secondary,608.6557575,Nigeria,High Performer
MAC CEE GOLD PHARMACY,6.3415166,5.7041404,Secondary,0.0,Nigeria,Dead Whitespace
MAC CEE GOLD  PHARMACY,6.3415534,5.7041683,Secondary,369.4016865,Nigeria,Low Performer
OSKAJAY PHARMACY,6.341675,5.6299667,Secondary,842.6701815,Nigeria,High Performer
RAYJAM PHARMACY,6.3418354,5.633557,Secondary,1144.6613325,Nigeria,High Performer
IGAGHEL CHEMIST,6.3429684,5.6100017,Secondary,623.0177625,Nigeria,High Performer
IGAGHEL PHARMACY,6.3429836,5.6100291,Secondary,0.0,Nigeria,Dead Whitespace
ALL SEASON,6.343158,8.0851411,Secondary,0.0,Nigeria,Dead Whitespace
VMAX PHARMACY,6.3438632,5.6315719,Secondary,0.0,Nigeria,Dead Whitespace
EMMANUEL PMS AND STORES,6.3439412,5.6939007,Secondary,17.87448,Nigeria,Underperforming
VMAX PHARMACY,6.3439675,5.6314252,Secondary,1328.107263,Nigeria,High Performer
RED STAR PHARMACY,6.3444824,5.6938331,Secondary,0.0,Nigeria,Dead Whitespace
ESEOMO  PHARMACY,6.3445829,5.6938603,Secondary,617.6035425,Nigeria,High Performer
REVICOS PHARMACY,6.3447348,5.6918947,Secondary,397.5050415,Nigeria,Low Performer
LIFEFIRST  PMS,6.3448546,5.6104702,Secondary,376.79313,Nigeria,Low Performer
RIVISCOS PHARMACY,6.3449335,5.6918811,Secondary,47.74674,Nigeria,Underperforming
ST PETER PHARMACY,6.3452527,5.6360622,Secondary,1112.0494245,Nigeria,High Performer
TRIUMPHANT CARE CHEMIST,6.3459083,5.6094283,Secondary,376.4208,Nigeria,Low Performer
RuthGlow Cosmetics,6.3459483,5.6094467,Secondary,17.30628,Nigeria,Underperforming
HI CARE PHARMACY,6.3461329,5.6880316,Secondary,483.254415,Nigeria,Low Performer
STANLEY ONIGBORIA PATENT STORE,6.3462141,5.6883938,Secondary,316.059618,Nigeria,Low Performer
SOMERICK  PHARMACY,6.3465833,5.6857567,Secondary,257.067195,Nigeria,Low Performer
SOMERICK PHARMACY,6.3466242,5.685666,Secondary,0.0,Nigeria,Dead Whitespace
VEE AND GEE PAT MED STORE,6.34718,5.6074533,Secondary,583.281615,Nigeria,High Performer
FRONT LINE PHARMACY,6.3471998,5.6345138,Secondary,0.0,Nigeria,Dead Whitespace
DRUCI CARE PHARMACY (2),6.3472553,5.6797793,Secondary,359.73126,Nigeria,Low Performer
C.C CHUKS PHARMACY,6.3472767,5.6070633,Secondary,302.134014,Nigeria,Low Performer
NSIBROS PHARMACY,6.347452,5.6299873,Secondary,0.0,Nigeria,Dead Whitespace
HIGH LIFE PATENT STORE,6.3474695,5.6086178,Secondary,620.4455565,Nigeria,High Performer
PREFERENTIAL RESOURCE PX,6.347909,5.6299988,Secondary,728.038101,Nigeria,High Performer
VICMAAZ PHARMACY,6.3479241,5.6226987,Secondary,1145.0966625,Nigeria,High Performer
GBF PHARMACY,6.3479349,5.6704406,Secondary,0.0,Nigeria,Dead Whitespace
OKPALA PATENT STORE,6.3485978,5.6056443,Secondary,480.90945,Nigeria,Low Performer
OKPALA MEDICINE STORE,6.3486617,5.6056434,Secondary,0.0,Nigeria,Dead Whitespace
EJIKE PMS,6.348789,5.655903,Secondary,316.5521625,Nigeria,Low Performer
MUMMY TESTIMONY STORES,6.3488982,5.657922,Secondary,28.70466,Nigeria,Underperforming
UGWUOCHIN PHARMACY,6.3494221,5.6616439,Secondary,721.187103,Nigeria,High Performer
JC MAYOR PHARMACY,6.349435,5.6046467,Secondary,0.0,Nigeria,Dead Whitespace
JAY EBISCO PHARMACY,6.3494465,5.6046528,Secondary,676.3430625,Nigeria,High Performer
EMMA FOUNDATION  CHEMIST,6.3494798,5.6043769,Secondary,605.819445,Nigeria,High Performer
EMMA FOUNDATION CHEMIST,6.3494819,5.6047028,Secondary,0.0,Nigeria,Dead Whitespace
KINGSEFE PHARMACY,6.3497857,5.6275599,Secondary,1222.483815,Nigeria,High Performer
DIVINE  COSMETICS,6.3498501,5.6315374,Secondary,0.0,Nigeria,Dead Whitespace
ORIGINAL COSMETICS STO,6.349889,5.6314276,Secondary,69.37824,Nigeria,Low Performer
MR SUNNY SUPER STORE,6.3499938,5.6578942,Secondary,50.30442,Nigeria,Underperforming
UGO COSMETICS,6.3500109,5.6313807,Secondary,40.96458,Nigeria,Underperforming
MAMA SHARON COSM,6.3500152,5.6313816,Secondary,34.54776,Nigeria,Underperforming
A.N MENTHUS,6.3500381,5.6597863,Secondary,282.297246,Nigeria,Low Performer
MAMA AMAKA PMS,6.3502206,5.6583995,Secondary,67.5402,Nigeria,Low Performer
ELSHADAI PMS,6.3503517,5.6361917,Secondary,826.1695155,Nigeria,High Performer
Susan new benin,6.3504698,5.6336708,Secondary,46.11717,Nigeria,Underperforming
OBINA NEW COSMETICS,6.350533,5.6302592,Secondary,33.62364,Nigeria,Underperforming
HIS GRACE  CHEMIST,6.3509605,5.6369357,Secondary,1001.9212245,Nigeria,High Performer
SLOPES J PMS,6.3510817,5.6457932,Secondary,35.79504,Nigeria,Underperforming
PEEMAN PMS,6.3511385,5.6296058,Secondary,9.31824,Nigeria,Underperforming
EMEKA EDE COSMETICS,6.3514092,5.6327276,Secondary,86.65272,Nigeria,Low Performer
EMEKA EDE COSMETICS,6.3514148,5.6327303,Secondary,0.0,Nigeria,Dead Whitespace
MRS SUNNY COSMETICS,6.3515475,5.6327747,Secondary,0.0,Nigeria,Dead Whitespace
BRIGHT CHEMIST STORE,6.3515717,5.63739,Secondary,432.81693,Nigeria,Low Performer
GODS' FAVOUR COSMETIC AND STORES,6.351627,5.6326406,Secondary,55.18224,Nigeria,Underperforming
GOD FAVOUR COSMETICS STORE,6.3516493,5.632699,Secondary,0.0,Nigeria,Dead Whitespace
DE NEW MAN PHARMACY (2),6.3520693,5.6288178,Secondary,665.727993,Nigeria,High Performer
MAMA OROBO STORES,6.3521256,5.632096,Secondary,30.6504,Nigeria,Underperforming
GO HIGHER COSMETICS AND STORES,6.3522495,5.6320504,Secondary,77.2635,Nigeria,Low Performer
OLINT PHARMACY CHEMIST,6.3538737,5.6189472,Secondary,676.41651,Nigeria,High Performer
OLINT PHARMACY,6.3539617,5.6189333,Secondary,0.0,Nigeria,Dead Whitespace
DICON PHARMACY,6.3540054,5.6268807,Secondary,0.0,Nigeria,Dead Whitespace
EMSYWISE PHARMACY,6.3542846,5.6306113,Secondary,613.9600425,Nigeria,High Performer
MC pms,6.3545617,5.630694,Secondary,8.14608,Nigeria,Underperforming
ROYAL MICHAEL PHARMACY,6.3548129,5.6006446,Secondary,447.88107,Nigeria,Low Performer
HENRY IKENNA PATENT STORE,6.3548805,5.6374468,Secondary,756.0380625,Nigeria,High Performer
FAITH PHARMACY,6.355515,5.6186517,Secondary,0.0,Nigeria,Dead Whitespace
SUNNITEX CHIMIST,6.3558259,5.6672645,Secondary,574.37688,Nigeria,Active
OIZACHEM PHARMACY,6.356871414,5.6277439,Secondary,0.0,Nigeria,Dead Whitespace
OGAPH PHARMACY,6.356876079,5.627748594,Secondary,0.0,Nigeria,Dead Whitespace
peter pharmacy,6.356899404,5.62772546,Secondary,0.0,Nigeria,Dead Whitespace
OSASCO PHARMACY,6.356907734,5.627698302,Secondary,0.0,Nigeria,Dead Whitespace
HENRY PMS,6.3571365,5.6327279,Secondary,12.642,Nigeria,Underperforming
EDOMA J CHEMIST,6.3573627,5.6004594,Secondary,405.550215,Nigeria,Low Performer
GODS POWER MEDICINE STORE,6.3574083,5.6004283,Secondary,0.0,Nigeria,Dead Whitespace
Mercy Patrick Stores,6.357524,5.5973488,Secondary,8.4,Nigeria,Underperforming
OXIDE PMS,6.3576464,5.6202502,Secondary,0.0,Nigeria,Dead Whitespace
MUMMY CHIDERA MED AND STORES,6.3583541,5.6642985,Secondary,61.65852,Nigeria,Underperforming
EHIMIKE PHARMACY (1),6.3590569,5.6178053,Secondary,478.8469875,Nigeria,Low Performer
God's Time Pharmacy,6.3591182,5.6215258,Primary,14234.827414,Nigeria,High Performer
EHIMIKE PHARMACY (2),6.3591274,5.6008479,Secondary,273.687141,Nigeria,Low Performer
GODS FAVOUR MEDICINE STORE,6.3591547,5.6039359,Secondary,600.152595,Nigeria,High Performer
ILLUSTRIOUS PHARMACY & STORES LTD,6.3591701,5.6214954,Primary,1031.9897175,Nigeria,High Performer
JOSAF PHARMACY,6.3592046,5.6214736,Secondary,0.0,Nigeria,Dead Whitespace
MAMA G STORES,6.3592132,5.665843,Secondary,16.29216,Nigeria,Underperforming
JOSAF PHARMACY,6.3592583,5.6214448,Secondary,924.2767485,Nigeria,High Performer
UDOCHUKWU PMS,6.3592622,5.6659811,Secondary,49.70016,Nigeria,Underperforming
PURSH PHARMACY,6.3596427,5.6375862,Secondary,506.885988,Nigeria,Active
MORNING STAR PATENT STORE,6.3596552,5.6377868,Secondary,468.7664625,Nigeria,Low Performer
JESPOG CHEMIST,6.3598804,5.6602919,Secondary,719.5598025,Nigeria,High Performer
FLORISH PMS,6.3599198,5.6619001,Secondary,68.05848,Nigeria,Low Performer
EKENE PAT MEDICINE,6.3599488,5.5982865,Secondary,555.53253,Nigeria,Active
GODS FAVOUR CHEMIST,6.360136,5.6183088,Secondary,687.5660715,Nigeria,High Performer
LIFEFIRST PMS,6.3602096,5.596011,Secondary,0.0,Nigeria,Dead Whitespace
EDOMASON MEDICINE STORE,6.3602281,5.5960949,Secondary,423.264156,Nigeria,Low Performer
DANAT PHARMACY,6.360252,5.6202055,Secondary,0.0,Nigeria,Dead Whitespace
DANAT PHARMACY,6.3602682,5.6200743,Secondary,0.0,Nigeria,Dead Whitespace
DANAT CHEMIST,6.3611109,5.6216463,Secondary,383.45328,Nigeria,Low Performer
ST JOHNBUSCO PHARMCY,6.3623033,5.6394117,Secondary,328.359885,Nigeria,Low Performer
OKHAI PHARMACY,6.3625214,5.5902093,Secondary,565.734582,Nigeria,Active
SIR EMMA PMS,6.3630515,5.6313998,Secondary,12.642,Nigeria,Underperforming
OTITEX PAT MED STORE,6.3630654,5.5894801,Secondary,774.429348,Nigeria,High Performer
NEW LIFE PATENT STORE,6.363195,5.6775754,Secondary,542.4872355,Nigeria,Active
FEBLEX PHARMACY,6.3633207,5.5896507,Secondary,0.0,Nigeria,Dead Whitespace
DRUCI CARE PHARMACY(1),6.3638401,5.6602708,Secondary,419.4780975,Nigeria,Low Performer
JOY PMS,6.3641701,5.6786518,Secondary,663.295626,Nigeria,High Performer
BOYA HEALTH PHARMACY,6.3643317,5.5867167,Secondary,1041.451383,Nigeria,High Performer
SAFARA PHARMACY,6.364530963,5.6377244,Secondary,0.0,Nigeria,Dead Whitespace
TAREX PHARMACY,6.364531296,5.637728758,Secondary,0.0,Nigeria,Dead Whitespace
REHOBOTH PHARMACY,6.364535628,5.637726746,Secondary,0.0,Nigeria,Dead Whitespace
TEAL PHARMACY,6.364537627,5.637735799,Secondary,0.0,Nigeria,Dead Whitespace
RIVIKOS PHARMACY,6.36453996,5.637725405,Secondary,0.0,Nigeria,Dead Whitespace
SWEET MED PHARMACY,6.364540293,5.637732446,Secondary,0.0,Nigeria,Dead Whitespace
VALIF PHARMACY,6.364544625,5.637733787,Secondary,0.0,Nigeria,Dead Whitespace
SUPREME PHARMACY,6.364544958,5.637723058,Secondary,0.0,Nigeria,Dead Whitespace
UBAH PHARMACY,6.364547957,5.637733452,Secondary,0.0,Nigeria,Dead Whitespace
THELVER PHARMACY,6.364547957,5.637743846,Secondary,0.0,Nigeria,Dead Whitespace
IZSPRING PHARMACY,6.364554954,5.637748875,Secondary,0.0,Nigeria,Dead Whitespace
MASS ELDO PHARMACY,6.364555621,5.637747534,Secondary,0.0,Nigeria,Dead Whitespace
JESUNOGIE PHARMACY,6.36455662,5.637744181,Secondary,0.0,Nigeria,Dead Whitespace
ZURIEL PHARMACY,6.3687322,5.6855512,Secondary,689.72988,Nigeria,High Performer
OMISON PHARMACY,6.369457,5.6861999,Secondary,609.17115,Nigeria,High Performer
GOD'S FAVOUR MED.STORE,6.36993,5.6603268,Secondary,0.0,Nigeria,Dead Whitespace
EKHATOR PATENT STORE,6.3702183,5.6292583,Secondary,375.2891205,Nigeria,Low Performer
LASHION MEDICAL STORE,6.3702629,5.6827345,Secondary,492.062592,Nigeria,Low Performer
SUCCESS PHARMACY,6.371096,5.6159642,Secondary,737.8737975,Nigeria,High Performer
FESTUS MAGBEKE CHEMIST,6.3719406,5.6603333,Secondary,419.9186145,Nigeria,Low Performer
LORIN PHARMACY,6.3720238,5.660361,Secondary,0.0,Nigeria,Dead Whitespace
MORISMOR PHARMACY,6.3720753,5.6161451,Secondary,613.03326,Nigeria,High Performer
LIFESAVER MEDICINE,6.37217,5.579015,Secondary,575.7382785,Nigeria,Active
MOBEKK PHARMACY,6.3721961,5.5792827,Secondary,0.0,Nigeria,Dead Whitespace
KC PMS,6.3722854,5.6960635,Secondary,18.9735,Nigeria,Underperforming
FAMILY BEST PATENT,6.3723864,5.6603667,Secondary,644.602392,Nigeria,High Performer
EDEAWE PHARMACY,6.3738363,5.6763632,Secondary,0.0,Nigeria,Dead Whitespace
LEXDIV PHARMACY&STOR,6.3739429,5.6109908,Secondary,0.0,Nigeria,Dead Whitespace
LEXDIV PHARMACY AND STORE,6.3739539,5.6110452,Secondary,0.0,Nigeria,Dead Whitespace
DRCUCI CARE PHARMACY (3),6.375127,5.6748332,Secondary,590.3170875,Nigeria,High Performer
ENOMA E.O CHEMIST,6.3755571,5.6132784,Secondary,735.963165,Nigeria,High Performer
JUSTIN PHARMACY,6.3755894,5.613318,Secondary,14.85624,Nigeria,Underperforming
MONDILO PAT MED,6.3756294,5.6949718,Secondary,137.0922,Nigeria,Low Performer
DRUG REPUBLIC PHARMACY,6.3757679,5.6135929,Secondary,522.565995,Nigeria,Active
GO CARE PHARMACY,6.376639,5.6605003,Secondary,667.182033,Nigeria,High Performer
VISCOS PHARMACY,6.3768742,5.6945728,Secondary,51.3051,Nigeria,Underperforming
ONOMEK PHARMAY,6.3769152,5.6725943,Secondary,0.0,Nigeria,Dead Whitespace
CHOICE CARE PHARMACY,6.3773766,5.6666382,Secondary,358.1774175,Nigeria,Low Performer
EHBOSA PHARMACY,6.377392,5.6697728,Secondary,0.0,Nigeria,Dead Whitespace
ST WEALTH CHEMIST,6.3774509,5.6654356,Secondary,516.1382625,Nigeria,Active
REAL LIFE CHEMIST,6.3775058,5.6638951,Secondary,0.0,Nigeria,Dead Whitespace
BEATON CHEMIST,6.3775094,5.6639569,Secondary,666.059142,Nigeria,High Performer
ADORATION PHARMACY,6.377511984,7.489138618,Secondary,0.0,Nigeria,Dead Whitespace
BARCHU PHARMACY,6.3775404,5.6618906,Secondary,0.0,Nigeria,Dead Whitespace
SYLEON-C PHARMACY,6.377551301,7.489210032,Secondary,0.0,Nigeria,Dead Whitespace
