Shop Name,latitude,longitude,Retailer Subtype,YTD Retailing Value,country,Opportunity
Yara Mallam Stores,10.0220499,8.8500482,Secondary,166.23318,Nigeria,Low Performer
EMEKA STORES,10.0221576,8.8501637,Secondary,214.36612,Nigeria,Low Performer
Mathew Provisions,10.0223253,8.8493768,Secondary,149.52996,Nigeria,Low Performer
CJ PHARMACY,10.0675794,6.1859017,Secondary,795.418302,Nigeria,High Performer
LOVETH MEDICINE STORE,10.0732293,12.6755283,Secondary,0.0,Nigeria,Dead Whitespace
OKEY PMS,10.0827415,6.1734437,Secondary,161.4018,Nigeria,Low Performer
JULIUS MEDICALS,10.0836138,6.1723963,Secondary,218.4105,Nigeria,Low Performer
RAHAMA  STORE,10.1330678,12.7294492,Secondary,0.0,Nigeria,Dead Whitespace
SOLID MEDICAL,10.2606236,13.2523844,Secondary,0.0,Nigeria,Dead Whitespace
SAHADA PHARMACY,10.2606338,13.2522413,Secondary,0.0,Nigeria,Dead Whitespace
USMANIYA PAT MED ST,10.2607778,13.2523813,Secondary,0.0,Nigeria,Dead Whitespace
ZIMAX PHARMACY,10.2607878,13.2523454,Secondary,0.0,Nigeria,Dead Whitespace
KHALISA PHARMACY,10.2608057,13.2523514,Secondary,0.0,Nigeria,Dead Whitespace
ABU STOP MEDICAL,10.2608059,13.2522588,Secondary,0.0,Nigeria,Dead Whitespace
AB PHARMACY,10.260812,13.2524475,Secondary,0.0,Nigeria,Dead Whitespace
JAHBAY PHARMACY,10.2608226,13.2524527,Secondary,0.0,Nigeria,Dead Whitespace
SULTAN MEDICINE STORE 3,10.2608298,13.2523428,Secondary,0.0,Nigeria,Dead Whitespace
NASARA MART PHARMACY,10.2608365,13.2525044,Secondary,0.0,Nigeria,Dead Whitespace
AHMED AHMED MED ST,10.2608738,13.2523449,Secondary,0.0,Nigeria,Dead Whitespace
NABILNAZ PMS,10.2608784,13.2523266,Secondary,0.0,Nigeria,Dead Whitespace
M.A RAHAMA CHEMIST,10.2609038,13.2523302,Secondary,0.0,Nigeria,Dead Whitespace
ZINOM PHARMACY,10.260924,13.2522439,Secondary,0.0,Nigeria,Dead Whitespace
MUSTAPHA PMS,10.2609373,13.2531204,Secondary,0.0,Nigeria,Dead Whitespace
HARUNA MED STORE,10.2609399,13.2523279,Secondary,0.0,Nigeria,Dead Whitespace
AUWAL MEDICAL STORE,10.2609536,13.2530859,Secondary,0.0,Nigeria,Dead Whitespace
DEBBY PMS,10.2609544,13.252384,Secondary,0.0,Nigeria,Dead Whitespace
SARASH PHARMACY,10.2609641,13.2524546,Secondary,0.0,Nigeria,Dead Whitespace
APPLE DRUG,10.2609885,13.252402,Secondary,0.0,Nigeria,Dead Whitespace
ABU YUSURA PMS,10.2609945,13.2533156,Secondary,0.0,Nigeria,Dead Whitespace
AA ALIYU PHARMACY  2,10.2609986,13.2527194,Secondary,0.0,Nigeria,Dead Whitespace
SOLID PHARMACY,10.2610019,13.2524123,Secondary,0.0,Nigeria,Dead Whitespace
CROWNSTAR PHARMACY,10.2610207,13.2523724,Secondary,0.0,Nigeria,Dead Whitespace
ZINOM PHARMACY 2,10.261022,13.2523156,Secondary,0.0,Nigeria,Dead Whitespace
AA ALIYU MEDICAL STORE,10.2610467,13.2526382,Secondary,0.0,Nigeria,Dead Whitespace
AA ALIYU 1 PHARMACY,10.2610473,13.2527475,Secondary,0.0,Nigeria,Dead Whitespace
ZANGO MEDICAL STORE,10.2610666,13.2531782,Secondary,0.0,Nigeria,Dead Whitespace
JIKNON MEDICAL STORE,10.2610823,13.2522176,Secondary,0.0,Nigeria,Dead Whitespace
IKWUSON PHARMACY,10.2610863,13.2520209,Secondary,0.0,Nigeria,Dead Whitespace
AA ALIYU PHARMACY 2,10.261093,13.2528284,Secondary,0.0,Nigeria,Dead Whitespace
I-CARE PHARMACY,10.2611032,13.2530708,Secondary,0.0,Nigeria,Dead Whitespace
HASKE PMS,10.261108,13.2531782,Secondary,0.0,Nigeria,Dead Whitespace
ABS PHARMACY,10.2611183,13.2529594,Secondary,0.0,Nigeria,Dead Whitespace
ADAMU TUMO PMS,10.2611254,13.2529493,Secondary,0.0,Nigeria,Dead Whitespace
HARRISON PMS,10.2611491,13.2530428,Secondary,0.0,Nigeria,Dead Whitespace
HAIDAR PHARMACY,10.2611631,13.2532292,Secondary,0.0,Nigeria,Dead Whitespace
JEWEL PMS,10.2611845,13.2521888,Secondary,0.0,Nigeria,Dead Whitespace
BUKARES PHARMACY,10.2611874,13.252969,Secondary,0.0,Nigeria,Dead Whitespace
EKENE MEDICAL STORE,10.2612225,13.2530866,Secondary,0.0,Nigeria,Dead Whitespace
HAIDAR PHARMACY,10.2612388,13.2532527,Secondary,0.0,Nigeria,Dead Whitespace
DOKORO PHARMACY  2,10.2612479,13.2534347,Secondary,0.0,Nigeria,Dead Whitespace
SB PMS,10.2612608,13.2528271,Secondary,0.0,Nigeria,Dead Whitespace
NASARAWO PMS,10.26128,13.2530164,Secondary,0.0,Nigeria,Dead Whitespace
ABU YUSURA MEDICAL STORE,10.2612857,13.2532167,Secondary,0.0,Nigeria,Dead Whitespace
ABU ASLAM MEDICINE STORE,10.261293,13.253284,Secondary,0.0,Nigeria,Dead Whitespace
SA'AB PHARMACEUTICAL,10.2612992,13.2532325,Secondary,0.0,Nigeria,Dead Whitespace
EJIKE MEDICAL STORE,10.2613062,13.253266,Secondary,0.0,Nigeria,Dead Whitespace
DA'U MEDICAL STORE,10.2613195,13.253221,Secondary,0.0,Nigeria,Dead Whitespace
RUFUSA MEDICINE STORE,10.2613235,13.2532093,Secondary,0.0,Nigeria,Dead Whitespace
SANTANA PHARMACY,10.2613237,13.2532663,Secondary,0.0,Nigeria,Dead Whitespace
DANBAUCHI PHARMACY,10.2613286,13.253232,Secondary,0.0,Nigeria,Dead Whitespace
FAHRAN MEDICINE STORE,10.2613314,13.2531925,Secondary,0.0,Nigeria,Dead Whitespace
BUKARES PHARMACY  2,10.2613438,13.2532695,Secondary,0.0,Nigeria,Dead Whitespace
ADDAWAWU PHARMACY,10.2613439,13.2532671,Secondary,0.0,Nigeria,Dead Whitespace
MDY MEDICAL STORE,10.2613498,13.2532146,Secondary,0.0,Nigeria,Dead Whitespace
SAUKI PHARMACY,10.2613501,13.2533517,Secondary,0.0,Nigeria,Dead Whitespace
NASEEF MEDICINE STIRE,10.2613732,13.2532789,Secondary,0.0,Nigeria,Dead Whitespace
SAUKI CHEMIST,10.2613734,13.2532552,Secondary,0.0,Nigeria,Dead Whitespace
GONDOLI PHARMACY 2,10.2628056,13.2525667,Secondary,0.0,Nigeria,Dead Whitespace
HEALERIA PX,10.2634041,13.2678211,Secondary,61.131,Nigeria,Underperforming
SEFANY PMS,10.2639344,13.2688515,Secondary,735.748902,Nigeria,High Performer
Mafoly,10.2644992,9.7831597,Secondary,109.60236,Nigeria,Low Performer
BUNSHO PX,10.2657019,13.2686926,Secondary,75.222,Nigeria,Low Performer
EMEKA PMS,10.2664625,13.2672847,Secondary,207.207,Nigeria,Low Performer
UMARCARE PX,10.266535,13.2689457,Secondary,524.8005,Nigeria,Active
SHEHU PMS,10.2666202,13.2680121,Secondary,0.0,Nigeria,Dead Whitespace
FIDESTAN PMS,10.2666261,13.2678496,Secondary,690.72045,Nigeria,High Performer
aga sunny,10.2666536,13.267924,Secondary,0.0,Nigeria,Dead Whitespace
kosichuku,10.2666573,13.2679142,Secondary,0.0,Nigeria,Dead Whitespace
alh A.b.j,10.2666809,13.2680027,Secondary,0.0,Nigeria,Dead Whitespace
SAUKI PMS 2,10.266686,13.2679626,Secondary,0.0,Nigeria,Dead Whitespace
Almas,10.2667004,13.2680333,Secondary,0.0,Nigeria,Dead Whitespace
HAKURI PX,10.2667045,13.2681036,Secondary,0.0,Nigeria,Dead Whitespace
SHONGO PMS,10.2667193,13.2677596,Secondary,0.0,Nigeria,Dead Whitespace
JIDDA PMS,10.2667382,13.2679419,Secondary,0.0,Nigeria,Dead Whitespace
Ibrahim kemis,10.2667453,13.2683318,Secondary,0.0,Nigeria,Dead Whitespace
NASARA PMS,10.2667712,13.2679608,Secondary,0.0,Nigeria,Dead Whitespace
ISA PMS,10.266838,13.2680541,Secondary,0.0,Nigeria,Dead Whitespace
EKENE PMS,10.2669042,13.2672802,Secondary,0.0,Nigeria,Dead Whitespace
HARUNA PMS,10.2669093,13.2672302,Secondary,131.831595,Nigeria,Low Performer
POKA PMS,10.2671658,13.2673478,Secondary,220.69425,Nigeria,Low Performer
MOHAMMED PMS,10.2671797,13.2672891,Secondary,83.8425,Nigeria,Low Performer
ABUBAKAR PMS 2,10.267203,13.2671623,Secondary,0.0,Nigeria,Dead Whitespace
Crownstar Pharmaceutical,10.2672556,13.2671486,Primary,0.0,Nigeria,Dead Whitespace
AB PMS 4,10.2672677,13.2672047,Secondary,0.0,Nigeria,Dead Whitespace
AB ALIYU PMS,10.2673065,13.2672155,Secondary,0.0,Nigeria,Dead Whitespace
DAHIRU AND BROTHERS GLOBAL VENTURES,10.2673182,13.2717662,Primary,0.0,Nigeria,Dead Whitespace
AA ALIYU PMS,10.2673442,13.2672803,Secondary,0.0,Nigeria,Dead Whitespace
GOOD MORNING PX,10.2673802,13.2674161,Secondary,233.23125,Nigeria,Low Performer
UMAR PMS 2,10.2674468,13.2675123,Secondary,0.0,Nigeria,Dead Whitespace
Adumumini,10.2674569,13.2669178,Secondary,0.0,Nigeria,Dead Whitespace
FILIYA PMS,10.2674702,13.2675711,Secondary,0.0,Nigeria,Dead Whitespace
GOMBAWA PMS,10.2674872,13.2675403,Secondary,0.0,Nigeria,Dead Whitespace
MUNA D'YOUNG PMS,10.2674904,13.2675657,Secondary,0.0,Nigeria,Dead Whitespace
I-CARE PHARMACY,10.2675021,13.2675553,Secondary,0.0,Nigeria,Dead Whitespace
NESTON PMS,10.2675396,13.2675947,Secondary,0.0,Nigeria,Dead Whitespace
AL-FIDAUSI PMS,10.2675611,13.267445,Secondary,0.0,Nigeria,Dead Whitespace
AL-NUR PHARMACY 2,10.2675859,13.267507,Secondary,0.0,Nigeria,Dead Whitespace
AZMAN PHARMACY 2,10.2675956,13.2674752,Secondary,0.0,Nigeria,Dead Whitespace
Alh umar kayele,10.2687476,13.2674274,Secondary,0.0,Nigeria,Dead Whitespace
aga faisal,10.2689064,13.2674022,Secondary,0.0,Nigeria,Dead Whitespace
alh umar,10.2689515,13.2647245,Secondary,0.0,Nigeria,Dead Whitespace
aga fisal,10.2689726,13.2673763,Secondary,0.0,Nigeria,Dead Whitespace
LADO mustapha,10.2689792,13.2673993,Secondary,0.0,Nigeria,Dead Whitespace
Y.B ALFIJUR PHARMACY,10.268992,13.254399,Secondary,0.0,Nigeria,Dead Whitespace
UGO PMS,10.2689954,13.2544155,Secondary,0.0,Nigeria,Dead Whitespace
WELL BEST PHARMACY,10.2690056,13.2544288,Secondary,0.0,Nigeria,Dead Whitespace
yahuza idi,10.2690126,13.2672591,Secondary,0.0,Nigeria,Dead Whitespace
AL-HASSAN PMS,10.2690329,13.2544089,Secondary,0.0,Nigeria,Dead Whitespace
oga fisal,10.2690458,13.2673636,Secondary,0.0,Nigeria,Dead Whitespace
AU SAUKI PHARMACY,10.269051,13.2544342,Secondary,0.0,Nigeria,Dead Whitespace
AL-NUR PHARMACY,10.2690524,13.254386,Secondary,0.0,Nigeria,Dead Whitespace
AU SAUKI PMS,10.2690567,13.2544139,Secondary,0.0,Nigeria,Dead Whitespace
ZUBAIRU,10.2690651,13.2673692,Secondary,0.0,Nigeria,Dead Whitespace
M.Y.U PHARMACY,10.2690969,13.2544193,Secondary,0.0,Nigeria,Dead Whitespace
AU SAUKI PHARMACY 2,10.2691477,13.2545386,Secondary,0.0,Nigeria,Dead Whitespace
Auwal,10.2691899,13.2672496,Secondary,0.0,Nigeria,Dead Whitespace
rabiu musa,10.2696733,13.2664451,Secondary,0.0,Nigeria,Dead Whitespace
Abdurauf,10.26971,13.2671461,Secondary,0.0,Nigeria,Dead Whitespace
KESHERE PMS,10.2697734,13.2498615,Secondary,0.0,Nigeria,Dead Whitespace
Musa mod,10.2698512,13.2673317,Secondary,0.0,Nigeria,Dead Whitespace
kb,10.2698556,13.2657193,Secondary,0.0,Nigeria,Dead Whitespace
Auwal,10.269882,13.2662532,Secondary,0.0,Nigeria,Dead Whitespace
Alh Alamin,10.2703028,13.2802865,Secondary,0.0,Nigeria,Dead Whitespace
Chamatam,10.2710578,9.797163,Secondary,254.92986,Nigeria,Low Performer
NAZA,10.2729933,9.796169,Secondary,47.52828,Nigeria,Underperforming
Aminu Zakariya,10.2730981,13.2734466,Secondary,0.0,Nigeria,Dead Whitespace
AB MEDIC PHARMACY LIMITED,10.27411294,11.12129588,Secondary,0.0,Nigeria,Dead Whitespace
JACOPPY PHARMA LIMITED,10.27411393,11.12129487,Secondary,0.0,Nigeria,Dead Whitespace
ST. JUDE PHARMACY LIMITED,10.27411492,11.12128917,Secondary,0.0,Nigeria,Dead Whitespace
TIKAMEN PHARMACY,10.27411525,11.12128884,Secondary,0.0,Nigeria,Dead Whitespace
SUNNY BEST PHARM. LTD,10.27411558,11.12128884,Secondary,0.0,Nigeria,Dead Whitespace
Aya Mai Alo,10.2744115,9.7964015,Secondary,170.77392,Nigeria,Low Performer
Aya Mai Alo,10.2744819,9.7963129,Secondary,85.16424,Nigeria,Low Performer
TFD Pxcy,10.2744955,9.7963803,Secondary,0.0,Nigeria,Dead Whitespace
DOKORO PHARMACY,10.2747527,11.1224826,Secondary,0.0,Nigeria,Dead Whitespace
Chudi,10.2757494,13.2755333,Secondary,0.0,Nigeria,Dead Whitespace
imrana,10.2758393,13.2755282,Secondary,0.0,Nigeria,Dead Whitespace
fedelis,10.2760553,13.275543,Secondary,0.0,Nigeria,Dead Whitespace
levinus,10.2766794,13.2743273,Secondary,0.0,Nigeria,Dead Whitespace
Idris Adamu,10.2767743,13.2753285,Secondary,0.0,Nigeria,Dead Whitespace
Alh musty,10.2768077,13.2753656,Secondary,0.0,Nigeria,Dead Whitespace
Abdullahi tukur,10.2769802,13.2750983,Secondary,0.0,Nigeria,Dead Whitespace
Mohammed Abubakar,10.276996,13.2750606,Secondary,0.0,Nigeria,Dead Whitespace
sanusi,10.2770814,13.2748812,Secondary,0.0,Nigeria,Dead Whitespace
ibi Mai costimetic,10.278361,13.2841571,Secondary,0.0,Nigeria,Dead Whitespace
ABU NAJEB PMS 2,10.2802669,11.1674442,Secondary,0.0,Nigeria,Dead Whitespace
Madam Lois Provision store,10.281466813768,11.104176593955,Secondary,0.0,Nigeria,Dead Whitespace
Tabs Enterprise,10.281678875918,11.103904601197,Secondary,0.0,Nigeria,Dead Whitespace
RILWAN,10.2817933,9.833245,Secondary,0.0,Nigeria,Dead Whitespace
Usmaniya Medicals,10.2827852,9.7998424,Secondary,0.0,Nigeria,Dead Whitespace
RAHUSA PHARMACY,10.28473225,11.18136864,Secondary,0.0,Nigeria,Dead Whitespace
JAM JAM PHARMACY,10.28473225,11.18136898,Secondary,0.0,Nigeria,Dead Whitespace
ZANGO PHARMACY,10.28473258,11.18136931,Secondary,0.0,Nigeria,Dead Whitespace
SAUKI PHARMACY,10.28473291,11.18136898,Secondary,0.0,Nigeria,Dead Whitespace
KAUSAR PHARMACY,10.28473522,11.18137032,Secondary,0.0,Nigeria,Dead Whitespace
BIOACTIVE PHARMACY,10.28474082,11.18137233,Secondary,0.0,Nigeria,Dead Whitespace
DOKORO PHARMACY,10.28474082,11.18137266,Secondary,0.0,Nigeria,Dead Whitespace
HAIDAR PHARMACY,10.28474115,11.18137233,Secondary,0.0,Nigeria,Dead Whitespace
AU PHARMACY,10.28474148,11.18136831,Secondary,0.0,Nigeria,Dead Whitespace
DEBORAH MEDICINE STORE,10.286544799805,11.180042759428,Secondary,0.0,Nigeria,Dead Whitespace
ZM PMS 2,10.2866134,11.1805739,Secondary,0.0,Nigeria,Dead Whitespace
GONDOLI PHARMACY,10.2866307,11.180521,Secondary,0.0,Nigeria,Dead Whitespace
FILIYA PMS 2,10.2866361,11.1806074,Secondary,0.0,Nigeria,Dead Whitespace
ZINOM PHARMACY 2,10.2866379,11.1805695,Secondary,0.0,Nigeria,Dead Whitespace
AU SAUKI PHARMACY 4,10.2866407,11.180683,Secondary,0.0,Nigeria,Dead Whitespace
ZINOM PHARMACY,10.286651611328,11.180339076821,Secondary,0.0,Nigeria,Dead Whitespace
BUKARES PMS 2,10.2866542,11.1802776,Secondary,0.0,Nigeria,Dead Whitespace
JABACO PMS 2,10.2866579,11.180604,Secondary,0.0,Nigeria,Dead Whitespace
AL-FIGRI PMS 2,10.2866614,11.1802185,Secondary,0.0,Nigeria,Dead Whitespace
Fatima Medical,10.2866617,9.8336015,Secondary,43.07436,Nigeria,Underperforming
JAM JAM PMS 2,10.2866679,11.1805411,Secondary,0.0,Nigeria,Dead Whitespace
CROWNSTAR PHARMACY 2,10.2866684,11.1805559,Secondary,0.0,Nigeria,Dead Whitespace
AZMAN PHARMACY 4,10.2866695,11.1805774,Secondary,0.0,Nigeria,Dead Whitespace
BUKARES PHARMACY 2,10.2866713,11.1801422,Secondary,0.0,Nigeria,Dead Whitespace
AL-FIRI PMS 2,10.2866737,11.1802073,Secondary,0.0,Nigeria,Dead Whitespace
AL-IHSAN 2 PMS 2,10.2866774,11.1802614,Secondary,0.0,Nigeria,Dead Whitespace
GOMBAWA PMS 2,10.2866815,11.1806058,Secondary,0.0,Nigeria,Dead Whitespace
M.A Na Bala Store,10.286682128906,11.179413210475,Secondary,0.0,Nigeria,Dead Whitespace
DOKORO 1 PMS,10.2866872,11.180306,Secondary,0.0,Nigeria,Dead Whitespace
ALI PMS,10.2866887,11.1803024,Secondary,0.0,Nigeria,Dead Whitespace
CHIMEXICO MEDICAL STORE,10.2866914,11.180137,Secondary,0.0,Nigeria,Dead Whitespace
AL-FIDAUSI PMS 2,10.2866952,11.1805527,Secondary,0.0,Nigeria,Dead Whitespace
AL-NURI PMS 3,10.2866988,11.1803575,Secondary,0.0,Nigeria,Dead Whitespace
OMEGA MEDICAL STORE,10.2866991,11.1802294,Secondary,0.0,Nigeria,Dead Whitespace
AL-IHSAN 2 PMS,10.2867,11.1802584,Secondary,0.0,Nigeria,Dead Whitespace
WELL BEST PHARMACY 2,10.2867062,11.1802642,Secondary,0.0,Nigeria,Dead Whitespace
AL-NUR PHARMACY 4,10.2867096,11.1806528,Secondary,0.0,Nigeria,Dead Whitespace
IKWUSON PHARMACY,10.2867115,11.180217,Secondary,0.0,Nigeria,Dead Whitespace
AA ALIYU MEDICINE STORE,10.2867115,11.1802955,Secondary,0.0,Nigeria,Dead Whitespace
KUMBI PHARMACY 2,10.2867128,11.1803268,Secondary,0.0,Nigeria,Dead Whitespace
AU SAUKI PMS 2,10.2867157,11.1801998,Secondary,0.0,Nigeria,Dead Whitespace
ADWADO PMS,10.2867175,11.1803394,Secondary,0.0,Nigeria,Dead Whitespace
APEX PHARMACY 2,10.2867279,11.180283,Secondary,0.0,Nigeria,Dead Whitespace
ALISCO PMS 2,10.2867308,11.1802821,Secondary,0.0,Nigeria,Dead Whitespace
DOKORO 1 PMS 2,10.2867309,11.1802819,Secondary,0.0,Nigeria,Dead Whitespace
CHISCO PMS 2,10.2867312,11.1802818,Secondary,0.0,Nigeria,Dead Whitespace
AL-NURI PMS,10.2867313,11.1803873,Secondary,0.0,Nigeria,Dead Whitespace
BUNO PATENT MEDICAL STORE,10.2867321,11.1802737,Secondary,0.0,Nigeria,Dead Whitespace
DESTINY PMS,10.2867328,11.1802732,Secondary,0.0,Nigeria,Dead Whitespace
ABUBAKAR PMS,10.2867355,11.1802803,Secondary,0.0,Nigeria,Dead Whitespace
ADDAWAWU PHARMACY,10.286735534668,11.180419566818,Secondary,0.0,Nigeria,Dead Whitespace
Da’u medical store,10.286735534668,11.180422070667,Secondary,0.0,Nigeria,Dead Whitespace
SAUKI CHEMIST,10.286735534668,11.180422418392,Secondary,0.0,Nigeria,Dead Whitespace
Luno medical store,10.286735534668,11.180425815054,Secondary,0.0,Nigeria,Dead Whitespace
RUFUSA MEDICINE STORE,10.286735534668,11.180432301895,Secondary,0.0,Nigeria,Dead Whitespace
Mummy Ladi Provision Store,10.286735534668,11.180459019336,Secondary,0.0,Nigeria,Dead Whitespace
Mummy Chisom Provision,10.286735534668,11.18045902,Secondary,0.0,Nigeria,Dead Whitespace
ABS Bandir,10.286735534668,11.180459020029,Secondary,0.0,Nigeria,Dead Whitespace
Aliyu Haidar Cosmetics store,10.286735534668,11.180459024528,Secondary,0.0,Nigeria,Dead Whitespace
Chisco Medicine Store,10.286735534668,11.180512600904,Secondary,0.0,Nigeria,Dead Whitespace
AREWA PMS,10.2867358,11.1802647,Secondary,0.0,Nigeria,Dead Whitespace
ABUBAKAR PMS 5,10.2867359,11.1802724,Secondary,0.0,Nigeria,Dead Whitespace
PMD Activity Customer,10.2867371,11.1802635,Secondary,0.0,Nigeria,Dead Whitespace
BUKARES PMS,10.2867371,11.1802642,Secondary,0.0,Nigeria,Dead Whitespace
BAM2 PMS,10.2867387,11.180339,Secondary,0.0,Nigeria,Dead Whitespace
AU SAUKI PHARMACY 3,10.2867395,11.180245,Secondary,0.0,Nigeria,Dead Whitespace
AB PMS 7,10.2867404,11.180272,Secondary,0.0,Nigeria,Dead Whitespace
SAUKI PHARMACY,10.286741084634,11.180421986561,Secondary,0.0,Nigeria,Dead Whitespace
Stephen Enterprise,10.286743164063,11.180446841862,Secondary,0.0,Nigeria,Dead Whitespace
Rabiu Ibrahim Annuri Medicine Store,10.286743164063,11.180452747,Secondary,0.0,Nigeria,Dead Whitespace
Ibrahim Provision Store,10.286743164063,11.180453786643,Secondary,0.0,Nigeria,Dead Whitespace
Alasawa Cosmetics Shop,10.286743164063,11.18045544406,Secondary,0.0,Nigeria,Dead Whitespace
Khairat Medicine Store,10.286743164063,11.180456432755,Secondary,0.0,Nigeria,Dead Whitespace
Young sunny provision store,10.286743164063,11.180458585,Secondary,0.0,Nigeria,Dead Whitespace
Al-Mukhtarah Mother care,10.28674319402,11.180458771399,Secondary,0.0,Nigeria,Dead Whitespace
Marafa Cosmetics,10.28674363301,11.180457017655,Secondary,0.0,Nigeria,Dead Whitespace
NAMU PMS,10.286746,11.1802995,Secondary,0.0,Nigeria,Dead Whitespace
AB PMS 6,10.2867461,11.1802452,Secondary,0.0,Nigeria,Dead Whitespace
AL-ANURI PMS 2,10.2867494,11.1802478,Secondary,0.0,Nigeria,Dead Whitespace
AA ALIYU PHARMACY 2,10.2867499,11.1802473,Secondary,0.0,Nigeria,Dead Whitespace
AA MAI SAUKI PMS 2,10.2867499,11.1802476,Secondary,0.0,Nigeria,Dead Whitespace
ZIMAX PHARMACY,10.286750793457,11.180372801424,Secondary,0.0,Nigeria,Dead Whitespace
AA ALIYU PHARMACY  3,10.2867521,11.1802969,Secondary,0.0,Nigeria,Dead Whitespace
APPLE DRUGS,10.2867527,11.1802886,Secondary,0.0,Nigeria,Dead Whitespace
AL-NUR PHARMACY 3,10.2867527,11.1802965,Secondary,0.0,Nigeria,Dead Whitespace
AU SAUKI PMS 3,10.2867532,11.1803045,Secondary,0.0,Nigeria,Dead Whitespace
DAN BAUCHI PMS,10.2867541,11.1803457,Secondary,0.0,Nigeria,Dead Whitespace
AA MICHIKA PHARMACY,10.2867542,11.1802977,Secondary,0.0,Nigeria,Dead Whitespace
AA ALIYU MEDICINE STORE 2,10.2867551,11.1803163,Secondary,0.0,Nigeria,Dead Whitespace
Caliso Medical & Co Nig Ltd,10.2867571,11.1802815,Primary,0.0,Nigeria,Dead Whitespace
ALISCO PMS,10.2867585,11.1802891,Secondary,0.0,Nigeria,Dead Whitespace
AZMAN PHARMACY 3,10.286763,11.1802934,Secondary,0.0,Nigeria,Dead Whitespace
AB ALIYU PMS 2,10.2867663,11.1803963,Secondary,0.0,Nigeria,Dead Whitespace
AL-HASSAN PMS 2,10.2867684,11.1802596,Secondary,0.0,Nigeria,Dead Whitespace
I-CARE PHARMACY 2,10.2867687,11.1807088,Secondary,0.0,Nigeria,Dead Whitespace
AL-FIRI PMS,10.2867727,11.1803556,Secondary,0.0,Nigeria,Dead Whitespace
I-CARE PHARMACY,10.286781311035,11.180410272976,Secondary,0.0,Nigeria,Dead Whitespace
UMAR PMS,10.2867911,11.1803313,Secondary,0.0,Nigeria,Dead Whitespace
CHISCO PMS,10.2867915,11.1801807,Secondary,0.0,Nigeria,Dead Whitespace
AL-NURI PMS 4,10.2867917,11.180168,Secondary,0.0,Nigeria,Dead Whitespace
AL-DUWOOD PMS,10.2867992,11.1802884,Secondary,0.0,Nigeria,Dead Whitespace
ABU NAJEB PMS,10.286807,11.1802491,Secondary,0.0,Nigeria,Dead Whitespace
AL-NURI PMS 2,10.2868286,11.1802809,Secondary,0.0,Nigeria,Dead Whitespace
AA ALIYU 2 PHARMACY 2,10.2868293,11.1804581,Secondary,0.0,Nigeria,Dead Whitespace
JAUROJI PHARMACY,10.286849975586,11.179882698437,Secondary,0.0,Nigeria,Dead Whitespace
Nancy’s Store,10.28687286377,11.179475321792,Secondary,0.0,Nigeria,Dead Whitespace
ABUBAKAR PMS 4,10.2868847,11.1804196,Secondary,0.0,Nigeria,Dead Whitespace
Talitakumi Patent Medicine store,10.286956787109,11.179071475019,Secondary,0.0,Nigeria,Dead Whitespace
ABUBAKAR PMS 4,10.2870556,11.1799586,Secondary,0.0,Nigeria,Dead Whitespace
Sadi Cosmetics,10.287162780762,11.178833444321,Secondary,0.0,Nigeria,Dead Whitespace
USMAN COSMETICS,10.287338256836,11.180077514974,Secondary,0.0,Nigeria,Dead Whitespace
Modibbo Cosmetics Store,10.287339150869,11.180077134095,Secondary,0.0,Nigeria,Dead Whitespace
Love world enterprise,10.287620544434,11.176165260232,Secondary,0.0,Nigeria,Dead Whitespace
FILIYA PMS,10.2877425,11.1797574,Secondary,0.0,Nigeria,Dead Whitespace
FAVOUR MEDICINE STORE,10.287757873535,11.17851021391,Secondary,0.0,Nigeria,Dead Whitespace
Abdulrahaman,10.287910461426,11.179094651267,Secondary,0.0,Nigeria,Dead Whitespace
Mohammed Auwal Musa Store,10.287910461426,11.179819795528,Secondary,0.0,Nigeria,Dead Whitespace
Kaachi Beverages Store,10.28791809082,11.178703216062,Secondary,0.0,Nigeria,Dead Whitespace
EBUSCO PMS 2,10.2879206,11.1801014,Secondary,0.0,Nigeria,Dead Whitespace
Dan Asabe store,10.288192749023,11.179374776005,Secondary,0.0,Nigeria,Dead Whitespace
DIVINE EFEX SINACHI PMS,10.2882116,11.180007,Secondary,1434.8816055,Nigeria,High Performer
HAIDAR PMS 2,10.2882399,11.1800927,Secondary,0.0,Nigeria,Dead Whitespace
BUKARES PMS,10.2883027,11.1800805,Secondary,0.0,Nigeria,Dead Whitespace
Jabir Dauda,10.28832244873,11.179475597607,Secondary,0.0,Nigeria,Dead Whitespace
Alhaji Ibrahim Salmanu provision store,10.28832244873,11.179514651121,Secondary,0.0,Nigeria,Dead Whitespace
Mallam Barhama Bello,10.288324654297,11.179513135435,Secondary,0.0,Nigeria,Dead Whitespace
Ahmed Adams,10.288325318406,11.179515906808,Secondary,0.0,Nigeria,Dead Whitespace
IKWUSON PHARMACY 2,10.2883435,11.1801537,Secondary,0.0,Nigeria,Dead Whitespace
Marafa Cosmetics,10.288352966309,11.17863147942,Secondary,0.0,Nigeria,Dead Whitespace
IFECO PMS 2,10.2883536,11.1801626,Secondary,0.0,Nigeria,Dead Whitespace
KB PMS 2,10.2883573,11.1801607,Secondary,0.0,Nigeria,Dead Whitespace
Dokoro Medicals,10.288436889648,11.180148202564,Secondary,0.0,Nigeria,Dead Whitespace
